Helyiség;Kategória;Szint;Termék;Bolt;Hol kapható;Anyag / szín;Méret;Ár (Ft);Ármegjegyzés;Javasolt db;Összesen (Ft);Link;Miért illik;Mire figyelj;Ellenőrzés módja;Ellenőrizve;Link állapot;Pénznem;Eredeti ár;Eredeti részösszeg;Készlet / feltétel;Forintos költségútban;Ajánlás feltétele;Beköltözési prioritás;Prioritás indoka;Prioritás feltétele;Költségkizárás indoka
00-altalanos-hangulat;Karnis (szálcsiszolt sárgaréz / matt arany);prémium;CAPPA matt arany 165-300cm-es állítható teleszkópos függönykarnis;Designmarket (Umbra);"online (GLS 1–2 nap) vagy személyes átvétel Fóton / Vecsésen; raktáron: több mint 5 db";matt arany acél, ABS műanyag (Umbra Cappa);165–300 cm között állítható (teleszkópos), terhelhetőség max. 10 kg középső konzollal;20790;"/db; karika nincs a csomagban. Hasonló Umbra CLEO matt arany 168–305 cm (Ø 2,5 cm) ugyanitt 20 790 Ft, a Bonamin 20 920 Ft.";11;228690;https://designmarket.hu/CAPPA-matt-arany-165-300cm-es-allithato-teleszkopo;Márkás (Umbra) matt arany teleszkópos karnis letisztult, sapkás végzáróval, konzolokkal és középtartóval – kortárs, visszafogott forma, vágás nélkül állítható.;"Legfeljebb 300 cm – az ennél szélesebb ablakokhoz nem elég (oda méretre vágott karnis kell). Teleszkópos rúd: a karika a lépcsőnél megakadhat; karikát külön kell venni. Az átmérő az oldalon nincs megadva.";termékoldal;2026-09-20;200;HUF;20790;228690;;igen;;Prio 2;"Indulásra a használt háló és babaszoba külön rolójával számolunk; a teljes házas függöny/karnis összeállítás későbbre maradhat.";"Ha az induló sötétítést mégis függönnyel oldjátok meg, az ehhez kellő sín/karnis és bélés együtt P1; a szobai rolót ilyenkor kiváltják.";
00-altalanos-hangulat;Karnis (szálcsiszolt sárgaréz / matt arany);prémium;Gardinia Thasos függönyrúdkészlet Ø 19/22 mm átmérő kihúzható 190-360 cm arany;OBI;online (házhoz szállítás 5 990 Ft) vagy lefoglalás és személyes átvétel OBI áruházban (pl. Budaörs);alumínium, arany szín, felület: matt (OBI adatlap szerint);"Ø 19/22 mm, 190–360 cm között kihúzható, 1 soros; fémtartókkal, végzárókkal, rögzítőanyaggal";17999;"/készlet; karika nélkül (OBI: „Függönykarikák csipeszekkel 10 db 19 mm sárgaréz” külön)";11;197989;https://www.obi.hu/karnisok-es-huzalos-fueggoenysinek/gardinia-thasos-fuggonyrudkeszlet-19-22-mm-atmero-kihuzhato-190-360-cm-arany/p/5387089;Egyetlen teleszkópos készlet szinte a teljes 210–385 cm-es tartományt lefedi (190–360 cm), matt arany felülettel, áruházban is megnézhető és azonnal elvihető – nincs vágás, nincs várakozás.;"Az oldal csak „arany, matt” megjelölést ad (nem szálcsiszolt) – áruházban a kilincshez hasonlítani. 360 cm-nél szélesebb ablakra nem elég; teljesen kihúzva a teleszkópos alumínium rúd behajolhat, középső tartó kell. Karika külön.";termékoldal;2026-09-20;200;HUF;17999;197989;;igen;;Prio 2;"Indulásra a használt háló és babaszoba külön rolójával számolunk; a teljes házas függöny/karnis összeállítás későbbre maradhat.";"Ha az induló sötétítést mégis függönnyel oldjátok meg, az ehhez kellő sín/karnis és bélés együtt P1; a szobai rolót ilyenkor kiváltják.";
00-altalanos-hangulat;Képkeret – kicsi (30x40);ajánlott;RÖDALM képkeret, tölgyfa hatású, 30x40 cm;IKEA;online + áruház (Budaörs, Örs vezér tere, Soroksár);"farostlemez keret tölgy hatású papírfóliával, matt; polisztirén (műanyag) védőlap; savmentes papír paszpartu";30x40 cm (paszpartuval 21x30 cm-es képhez);3490;/db;4;13960;https://www.ikea.com/hu/hu/p/roedalm-kepkeret-toelgyfa-hatasu-00566395/;"Vékony, matt, világos tölgy hatású keret – az irányelv szerint „világos fa vagy törtfehér, vékony” keret kell; ugyanaz a család mindhárom méretben kapható, így egységes a ház. Műanyag védőlap: kisbabás háztartásban biztonságosabb, mint az üveg.";"Fóliázott farostlemez, nem tömör fa; a polisztirén előlap karcolódhat és kissé tükröződik. A tölgy tónust érdemes az áruházban a bútorok fájához hasonlítani.";termékoldal;2026-09-20;200;HUF;3490;13960;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – kicsi (30x40);olcsóbb;Képkeret TORD 30x40 cm világos fa;JYSK;"online + áruház (JYSK Pilisvörösvár, Budaörs; Click & Collect)";"MDF keret valódi fa furnérral, világos natúr fa szín; polisztirol (műanyag) előlap; FSC";30x40 cm;1750;/db, akciós 2026.10.13-ig, eredeti 3 990 Ft;4;7000;https://jysk.hu/lakberendezes/dekoracio/kepkeretek/kepkeret-tord-30x40-cm-vilagos-fa;Valódi fa furnéros, vékony világos keret műanyag előlappal – az akció alatt az IKEA-nál is olcsóbb, és három méretben kapható, így ebből is kijön egységes sor.;Az ár akciós: rendes áron (3 990 Ft) már drágább a RÖDALM-nál. Vásárlói értékelés közepes (kb. 3,9/5) – a sarokillesztést átvételkor nézd meg. A fa tónusa kissé melegebb lehet a tölgynél.;termékoldal;2026-09-20;200;HUF;1750;7000;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – kicsi (30x40);prémium;Képkeret Fa Tölgy 30x40 cm;Gallerix;csak online (gallerix.hu, svéd webshop, Ft-os árak, szállítás Magyarországra 3–6 munkanap);"tömör tölgy (FSC), natúr; profil 14 mm széles x 22 mm mély; extra vastag akril (plexi) előlap";30x40 cm;8995;/db;4;35980;https://gallerix.hu/kepkeret/1555-fa-tolgy;Valódi tömör tölgy, vékony 14 mm-es profil – ugyanaz a fa, mint a ház bútorain, ezért ez hangolható a legszebben. Akril előlap: nem törik, babás háztartásba jó.;"Csak online, 3–6 munkanap szállítás; az akril előlap karcérzékeny. Natúr tölgy – a tónusa darabonként kissé eltérhet.";termékoldal;2026-09-20;200;HUF;8995;35980;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – közepes (50x70);ajánlott;RÖDALM képkeret, tölgyfa hatású, 50x70 cm;IKEA;online + áruház (Budaörs, Örs vezér tere, Soroksár);"farostlemez keret tölgy hatású papírfóliával, matt; polisztirén (műanyag) védőlap; savmentes papír paszpartu";50x70 cm (paszpartuval 40x50 cm-es képhez);6490;/db;3;19470;https://www.ikea.com/hu/hu/p/roedalm-kepkeret-toelgyfa-hatasu-60566401/;A ház fő képmérete: vékony, világos tölgy hatású keret, a listán szereplő 50x70-es Gallerix poszterekhez pontosan illik. „Kevés, de nagy” – ebből 2–3 db elég a házba. Műanyag védőlap, babás háztartásba való.;"Fóliázott farostlemez, nem tömör fa; a műanyag előlap fényben kissé hullámosnak hathat.";termékoldal;2026-09-20;200;HUF;6490;19470;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – közepes (50x70);olcsóbb;Képkeret TORD 50x70 cm világos fa;JYSK;"online + áruház (JYSK Pilisvörösvár, Budaörs; Click & Collect)";"MDF keret valódi fa furnérral, világos natúr fa szín; polisztirol (műanyag) előlap; FSC";50x70 cm;3750;/db, akciós 2026.10.13-ig, eredeti 8 990 Ft;3;11250;https://jysk.hu/lakberendezes/dekoracio/kepkeretek/kepkeret-tord-50x70-cm-vilagos-fa;Valódi fa furnér, világos natúr tónus, műanyag előlap – akciósan a legolcsóbb világos fa keret ebben a méretben.;Az ár akciós: rendes áron (8 990 Ft) drágább a RÖDALM-nál, akkor már nem éri meg. Értékelés kb. 3,9/5 (276 vélemény). Ne keverd egy falon a RÖDALM tölgy hatásúval – a két fa tónus eltér.;termékoldal;2026-09-20;200;HUF;3750;11250;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – közepes (50x70);prémium;Képkeret Fa Tölgy 50x70 cm;Gallerix;csak online (gallerix.hu, svéd webshop, Ft-os árak, szállítás Magyarországra 3–6 munkanap);"tömör tölgy (FSC), natúr; profil 14 mm széles x 22 mm mély; extra vastag akril (plexi) előlap";50x70 cm;13995;/db;3;41985;https://gallerix.hu/kepkeret/1556-wood-oak-50x70;Tömör tölgy, vékony profil, forgókapcsos hátlap – a nappali/étkező fő képéhez megéri a valódi fa, mert közelről látszik a különbség a fóliához képest. Akril előlap, nem törik.;"Csak online rendelhető; akril előlap karcolódhat; kb. kétszerese az IKEA árának.";termékoldal;2026-09-20;200;HUF;13995;41985;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – nagy (61x91 / 70x100);ajánlott;RÖDALM képkeret, tölgyfa hatású, 61x91 cm;IKEA;online + áruház (Budaörs, Örs vezér tere, Soroksár);"farostlemez keret tölgy hatású papírfóliával, matt; polisztirén (műanyag) védőlap; savmentes papír paszpartu";61x91 cm (paszpartuval 50x70 cm-es képhez);9490;/db;2;18980;https://www.ikea.com/hu/hu/p/roedalm-kepkeret-toelgyfa-hatasu-20566403/;Nagy, hangsúlyos kép a kanapé vagy az étkező fölé – „egy nagyobb kép jobb, mint hat apró”. Paszpartuval 50x70-es posztert is levegősen keretez. Műanyag védőlap: ekkora méretnél babás házban különösen fontos.;"Fóliázott farostlemez; a nagy polisztirén lap tükröződhet – ne ablakkal szembe kerüljön. Falra csavarral rögzítendő, ne öntapadós akasztóval.";termékoldal;2026-09-20;200;HUF;9490;18980;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – nagy (61x91 / 70x100);olcsóbb;Képkeret TORD 60x90 cm világos fa;JYSK;"online + áruház (JYSK Pilisvörösvár, Budaörs; Click & Collect)";"MDF keret valódi fa furnérral, világos natúr fa szín; polisztirol (műanyag) előlap; FSC";60x90 cm;4500;/db, akciós 2026.10.13-ig, eredeti 10 900 Ft;2;9000;https://jysk.hu/lakberendezes/dekoracio/kepkeretek/kepkeret-tord-60x90-cm-vilagos-fa;Nagy méretű, valódi fa furnéros világos keret műanyag előlappal – akciósan kevesebb mint fele az IKEA árának.;60x90 cm, NEM 61x91: 61x91-es posztert 0,5–0,5 cm-rel körbe kell vágni hozzá. Az ár akciós (eredeti 10 900 Ft). Paszpartu nincs hozzá.;termékoldal;2026-09-20;200;HUF;4500;9000;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Képkeret – nagy (61x91 / 70x100);prémium;Képkeret Fa Tölgy 70x100 cm;Gallerix;csak online (gallerix.hu, svéd webshop, Ft-os árak, szállítás Magyarországra 3–6 munkanap);"tömör tölgy (FSC), natúr; profil 14 mm széles x 22 mm mély; extra vastag akril (plexi) előlap";70x100 cm;19595;/db;1;19595;https://gallerix.hu/kepkeret/1557-wood-oak-70x100;Tömör tölgy keret a ház egyetlen igazán nagy képéhez (kanapé fölé) – vékony profil, akril előlap, így nagy méretben sem veszélyes a baba mellett.;70x100 cm-es méret, tehát 70x100-as poszter kell bele (61x91-es IKEA poszterhez nem jó, legfeljebb egyedi paszpartuval). A Gallerix tölgy keretből nincs 61x91. Csak online.;termékoldal;2026-09-20;200;HUF;19595;19595;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Matt kerámia kaspó (kicsi);ajánlott;PERSILLADE Kaspó, világosbézs, 12 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);fajansz kerámia, porfestett matt bevonat, világosbézs (homok);Ø 14 cm (belső Ø 13 cm), magasság 13 cm;995;;3;2985;https://www.ikea.com/hu/hu/p/persillade-kaspo-vilagosbezs-90606797/;Matt, kézzel készültnek ható fajansz kaspó homok/bézs tónusban – kis cserepes növényekhez a polcokra, konyhapultra a mesterpaletta 'sandstone-look, matt' elve szerint.;;termékoldal;2026-09-20;200;HUF;995;2985;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Matt kerámia kaspó (közepes);ajánlott;PERSILLADE Kaspó, világosbézs, 19 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);fajansz kerámia, porfestett matt bevonat, világosbézs (homok);Ø 19 cm;3690;;3;11070;https://www.ikea.com/hu/hu/p/persillade-kaspo-vilagosbezs-50606799/;Ugyanaz a matt homokszín család, közepes méretben – nappaliban, hálóban egy-egy nagyobb szobanövényhez, vizuálisan egységes a kis mérettel.;;termékoldal;2026-09-20;200;HUF;3690;11070;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Matt kerámia kaspó (nagy);prémium;KÖRSBÄRSBJÖRK Kaspó, világosszürke-bézs, 24 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);fajansz kerámia, porfestett matt bevonat, világosszürke-bézs;Ø 24 cm;5490;;2;10980;https://www.ikea.com/hu/hu/p/koersbaersbjoerk-kaspo-vilagosszuerke-bezs-60591721/;A homok/bézs kaspócsalád legnagyobb tagja, enyhén szürkébe hajló tónussal – a kis olajfához vagy nagyobb zöld növényhez, ha a teljes fonott-kerámia mix nem monoton akar lenni.;"Kicsit szürkébb, mint a PERSILLADE világosbézs; egymás mellett érdemes megnézni, elég közeliek-e.";termékoldal;2026-09-20;200;HUF;5490;10980;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Matt kerámia váza (kézműves, homok/bézs);ajánlott;BLODBJÖRK Váza, bézs, 16 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);kőedény, színezett matt zománc, fröcskölt hatású pöttyös mintázattal, bézs/homok;magasság 16 cm, Ø 18 cm;4990;;2;9980;https://www.ikea.com/hu/hu/p/blodbjoerk-vaza-bezs-90607297/;Kézzel készültnek ható, matt, homok/bézs tónusú kőedény váza – az irányelv 'egy-két kézműves kerámia tárgy' pontja polcra, konzolra.;;termékoldal;2026-09-20;200;HUF;4990;9980;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Matt kerámia váza (kézműves, homok/bézs);prémium;BLODBJÖRK Váza, bézs, 25 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);kőedény, színezett matt zománc, fröcskölt hatású pöttyös mintázattal, bézs/homok;magasság 25 cm, Ø 18 cm;8490;;1;8490;https://www.ikea.com/hu/hu/p/blodbjoerk-vaza-bezs-90637727/;Ugyanaz a kézműves textúra nagyobb, önálló méretben – dohányzóasztalra vagy nagy konzolra önmagában is megállja a helyét egy-két száraz ággal.;;termékoldal;2026-09-20;200;HUF;8490;8490;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Matt kerámia váza (zsályazöld);ajánlott;KORNSPARV Váza, zöld, 12 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);kőedény, pigmentált (reaktív) glazúr, tompa, dústott zöld – darabonként kicsit eltérő árnyalat;magasság 12 cm, Ø 10 cm;2490;;1;2490;https://www.ikea.com/hu/hu/p/kornsparv-vaza-zoeld-20637740/;Kicsi zöld kerámia tárgy – az irányelv 'zöld a palettában, nem csak a cserépben' elve szerint ez adhatja az egyik apró zöld pöttyöt a homok/bézs felületek között.;"A reaktív máz miatt a zöld árnyalat nem garantáltan 'zsályazöld' – inkább tompa, erdőzöld tónus felé hajlik; élőben/fotón érdemes ellenőrizni, mielőtt a textil zsályazöld referenciaként mellé teszik.";termékoldal;2026-09-20;200;HUF;2490;2490;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
00-altalanos-hangulat;Mennyezeti karnissín (fehér, letisztult vonalú alternatíva);prémium;VIDGA Egyes sín készlet, fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs);eloxált/epoxi bevonatú alumínium sín, acetál csúsztatók, fehér;140 cm/db (sín + 2 mennyezeti konzol + 2x24 db csúsztató-horog);5990;/készlet;3;17970;https://www.ikea.com/hu/hu/p/vidga-egyes-sin-keszlet-feher-s49428232/;Mennyezetbe rejtett fehér sín, amely eltűnik a fehér plafonon – letisztultabb megjelenés, mint a klasszikus rúd, jó választás a nappaliban/étkezőben, ahol a plafonhoz simuló, dekoratív rúd nélküli megoldást keresünk.;"A csomag rögzítéshez szükséges csavarokat/tipliket nem tartalmazza; 140 cm-nél szélesebb ablakhoz VIDGA toldóelem vagy második sín (VIDGA fali/mennyezeti alkatrészek, ~700-1500 Ft/db) szükséges.";termékoldal;2026-09-20;200;HUF;5990;17970;;igen;;Prio 2;"Indulásra a használt háló és babaszoba külön rolójával számolunk; a teljes házas függöny/karnis összeállítás későbbre maradhat.";"Ha az induló sötétítést mégis függönnyel oldjátok meg, az ehhez kellő sín/karnis és bélés együtt P1; a szobai rolót ilyenkor kiváltják.";
00-altalanos-hangulat;Nagy padlókaspó olajfának (Ø 30+ cm);ajánlott;SOJABÖNA kaspó, fehér, 32 cm;IKEA;online + áruház (Budaörs, Örs vezér tere, Soroksár);"fajansz (kerámia), színezett porfestett bevonat – matt fehér; Ilse Crawford-dizájn; vízzáró kaspó (nincs vízelvezető lyuk)";"max. Ø 32 cm-es cseréphez; belső Ø 34 cm, külső Ø 36 cm, mag. 33 cm; 6,7 kg";8490;/db;1;8490;https://www.ikea.com/hu/hu/p/sojaboena-kaspo-feher-20533592/;Matt fehér, egyszerű henger – az irányelv „matt, törtfehér kerámia” tárgyai közé illik, és nem viszi el a figyelmet az olajfáról. A belső Ø 34 cm bőven elég a Ø 24 cm-es termesztőcserépnek (később átültetve Ø 30–32-esnek is), 33 cm magas és 6,7 kg, tehát a 140–150 cm-es fát stabilan tartja a baba mellett is.;Tiszta fehér, nem törtfehér. Nincs rajta vízelvezető lyuk: a fát műanyag termesztőcserépben tedd bele, alá 2–3 cm agyaggolyó, és öntözés után ne álljon benne víz. A lapburkolaton filckorong vagy TRIXIG padlóvédő kell alá (az IKEA is ezt írja). Csak beltérre.;termékoldal;2026-09-20;200;HUF;8490;8490;;igen;;Prio 2;"Az egész ház végleges textil-, tároló- és dekorcsomagja később is összeállítható; indulásra csak a használt helyiségek alapfunkcióit rendezzük.";;
